"label","sysrev_id","title","include","matches"
"ref_147",95440416,"LOCAL DIFFERENTIATION AND ADAPTATION TO CLIMATE CHANGE IN COASTAL GHANA",TRUE,"LOCAL DIFFERENTIATION AND ADAPTATION TO CLIMATE CHANGE IN COASTAL GHANA"
"ref_148",95440417,"Environmental Change and Migration: A Growing Concern",TRUE,"Environmental Change and Migration: A Growing Concern"
"ref_149",95440418,"Resilience and Social Adaptation to Climate Change Impacts in Small-Scale Fisheries",TRUE,"Resilience and Social Adaptation to Climate Change Impacts in Small-Scale Fisheries"
"ref_150",95440419,"Integrated Coastal and Estuarine Management in South and Southeast Asia",FALSE,"Integrated Coastal and Estuarine Management in South and Southeast Asia"
"ref_151",95440420,"Can ``Integrated Multi-Trophic Aquaculture (IMTA){''} adapt to climate change in coastal Bangladesh?",TRUE,"Can ``Integrated Multi-Trophic Aquaculture (IMTA){''} adapt to climate change in coastal Bangladesh?"
"ref_152",95440421,"Fishers' perceptions and adaptation on climate change in northeastern Taiwan",FALSE,"Fishers' perceptions and adaptation on climate change in northeastern Taiwan"
"ref_154",95440423,"The institutions-adaptive capacity nexus: Insights from coastal resources co-management in Cambodia and Vietnam",TRUE,"The institutions-adaptive capacity nexus: Insights from coastal resources co-management in Cambodia and Vietnam"
"ref_155",95440424,"The status of climate change adaptation in fisheries management: Policy, legislation and implementation",FALSE,"The status of climate change adaptation in fisheries management: Policy, legislation and implementation"
"ref_156",95440425,"Community-identified risks to hunting, fishing, and gathering (harvesting) activities from increased marine shipping activity in Inuit Nunangat, Canada",FALSE,"Community-identified risks to hunting, fishing, and gathering (harvesting) activities from increased marine shipping activity in Inuit Nunangat, Canada"
"ref_157",95440426,"Adaptive capacity of small-scale coastal fishers to climate and non-climate stressors in the Western region of Ghana",TRUE,"Adaptive capacity of small-scale coastal fishers to climate and non-climate stressors in the Western region of Ghana"
"ref_158",95440427,"Salinity and food security in southwest coastal Bangladesh: impacts on household food production and strategies for adaptation",TRUE,"Salinity and food security in southwest coastal Bangladesh: impacts on household food production and strategies for adaptation"
"ref_159",95440428,"Coastal communities' responses to climate change and variability impacts: a threat to coastal and marine resources?",TRUE,"Coastal communities' responses to climate change and variability impacts: a threat to coastal and marine resources?"
"ref_160",95440429,"Strengthening threatened communities through adaptation: insights from coastal Mozambique",TRUE,"Strengthening threatened communities through adaptation: insights from coastal Mozambique"
"ref_161",95440430,"Interpreting perceptions about coastal fisheries in sierra leone: Scapegoats and panaceas",FALSE,"Interpreting perceptions about coastal fisheries in sierra leone: Scapegoats and panaceas"
"ref_162",95440431,"Scepticism and perceived self-efficacy influence fishers' low risk perceptions of climate change",FALSE,"Scepticism and perceived self-efficacy influence fishers' low risk perceptions of climate change"
"ref_163",95440432,"Resilience and shifts in agro-ecosystems facing increasing sea-level rise and salinity intrusion in Ben Tre Province, Mekong Delta",TRUE,"Resilience and shifts in agro-ecosystems facing increasing sea-level rise and salinity intrusion in Ben Tre Province, Mekong Delta"
"ref_164",95440433,"Adaptive Urban Design Principles for Land Subsidence and Sea Level Rise in Coastal Area of Tambak Lorok, Semarang",FALSE,"Adaptive Urban Design Principles for Land Subsidence and Sea Level Rise in Coastal Area of Tambak Lorok, Semarang"
"ref_165",95440434,"Public engagement with marine climate change issues: (Re)framings, understandings and responses",FALSE,"Public engagement with marine climate change issues: (Re)framings, understandings and responses"
"ref_166",95440435,"Adaptation to Aquatic Risks due to Climate Change in Pangnirtung, Nunavut",FALSE,"Adaptation to Aquatic Risks due to Climate Change in Pangnirtung, Nunavut"
"ref_167",95440436,"Profitability and perceived resilience benefits of integrated shrimp-tilapia-seaweed aquaculture in North Central Coast, Vietnam",TRUE,"Profitability and perceived resilience benefits of integrated shrimp-tilapia-seaweed aquaculture in North Central Coast, Vietnam"
"ref_168",95440437,"Limits and barriers to adaptation to climate variability and change in Bangladeshi coastal fishing communities",TRUE,"Limits and barriers to adaptation to climate variability and change in Bangladeshi coastal fishing communities"
"ref_169",95440438,"Long-lasting income shocks and adaptations: Evidence from coral bleaching in Indonesia",TRUE,"Long-lasting income shocks and adaptations: Evidence from coral bleaching in Indonesia"
"ref_170",95440439,"An integrated approach to assess coastal vulnerability versus fisheries livelihood sustainability: Strategies for climate change adaptation in Sindhudurg, west coast of India",FALSE,"An integrated approach to assess coastal vulnerability versus fisheries livelihood sustainability: Strategies for climate change adaptation in Sindhudurg, west coast of India"
"ref_171",95440440,"Climate adaptation technologies in agriculture and water supply and sanitation practice in the coastal region of Bangladesh",TRUE,"Climate adaptation technologies in agriculture and water supply and sanitation practice in the coastal region of Bangladesh"
"ref_172",95440441,"Harmful Algal Blooms: Identifying Effective Adaptive Actions Used in Fishery-Dependent Communities in Response to a Protracted Event",TRUE,"Harmful Algal Blooms: Identifying Effective Adaptive Actions Used in Fishery-Dependent Communities in Response to a Protracted Event"
"ref_173",95440442,"Linking Coastal and Marine Resources Endowments and Climate Change Resilience of Tanzania Coastal Communities",FALSE,"Linking Coastal and Marine Resources Endowments and Climate Change Resilience of Tanzania Coastal Communities"
"ref_174",95440443,"Salinity-affected threshold yield loss: A signal of adaptation tipping points for salinity management of dry season rice cultivation in the coastal areas of Bangladesh",TRUE,"Salinity-affected threshold yield loss: A signal of adaptation tipping points for salinity management of dry season rice cultivation in the coastal areas of Bangladesh"
"ref_175",95440444,"Climate Change Challenges and Community-Led Development Strategies: Do They Fit Together in Fisheries Regions?",TRUE,"Climate Change Challenges and Community-Led Development Strategies: Do They Fit Together in Fisheries Regions?"
"ref_176",95440445,"Climate change adaptation and disaster risk reduction (DRR) through coastal afforestation in South-Central Coast of Bangladesh",FALSE,"Climate change adaptation and disaster risk reduction (DRR) through coastal afforestation in South-Central Coast of Bangladesh"
"ref_177",95440446,"Ambitious subsidy reform by the WTO presents opportunities for ocean health restoration",FALSE,"Ambitious subsidy reform by the WTO presents opportunities for ocean health restoration"
"ref_178",95440447,"Building household economic resilience to secure a future for near shore fishers in the Philippines",TRUE,"Building household economic resilience to secure a future for near shore fishers in the Philippines"
"ref_179",95440448,"Individual adaptive capacity of small-scale fishermen living in vulnerable areas towards the climate change in Malaysia",FALSE,"Individual adaptive capacity of small-scale fishermen living in vulnerable areas towards the climate change in Malaysia"
"ref_180",95440449,"Stakeholder perceptions on actions for marine fisheries adaptation to climate change",TRUE,"Stakeholder perceptions on actions for marine fisheries adaptation to climate change"
"ref_181",95440450,"Social dimensions of local fisheries co-management in the Coral Triangle",FALSE,"Social dimensions of local fisheries co-management in the Coral Triangle"
"ref_182",95440451,"To Fish or Not to Fish: Factors at Multiple Scales Affecting Artisanal Fishers' Readiness to Exit a Declining Fishery",FALSE,"To Fish or Not to Fish: Factors at Multiple Scales Affecting Artisanal Fishers' Readiness to Exit a Declining Fishery"
"ref_183",95440452,"Blue economy discourses and practices: reconfiguring ocean spaces in the Philippines",FALSE,"Blue economy discourses and practices: reconfiguring ocean spaces in the Philippines"
"ref_184",95440453,"Survey Tool for Rapid Assessment of Socio-Economic Vulnerability of Fishing Communities in Vietnam to Climate Change",FALSE,"Survey Tool for Rapid Assessment of Socio-Economic Vulnerability of Fishing Communities in Vietnam to Climate Change"
"ref_185",95440454,"Developing sustainable small-scale fisheries livelihoods in Indonesia: Trends, enabling and constraining factors, and future opportunities",TRUE,"Developing sustainable small-scale fisheries livelihoods in Indonesia: Trends, enabling and constraining factors, and future opportunities"
"ref_186",95440455,"Risks and adaptation dynamics in shrimp and prawn-based farming systems in southwest coastal Bangladesh",TRUE,"Risks and adaptation dynamics in shrimp and prawn-based farming systems in southwest coastal Bangladesh"
"ref_187",95440456,"How does ecological modernization explain agriculture adaptation in coastal Bangladesh? A critical discussion",TRUE,"How does ecological modernization explain agriculture adaptation in coastal Bangladesh? A critical discussion"
"ref_188",95440457,"Reconciling sustainability, economic efficiency and equity in marine fisheries: Has there been progress in the last 20 years?",FALSE,"Reconciling sustainability, economic efficiency and equity in marine fisheries: Has there been progress in the last 20 years?"
"ref_189",95440458,"Ocean futures: Exploring stakeholders' perceptions of adaptive capacity to changing marine environments in Northern Norway",FALSE,"Ocean futures: Exploring stakeholders' perceptions of adaptive capacity to changing marine environments in Northern Norway"
"ref_190",95440459,"Coastal to inland: Expansion of prawn farming for adaptation to climate change in Bangladesh",TRUE,"Coastal to inland: Expansion of prawn farming for adaptation to climate change in Bangladesh"
"ref_191",95440460,"Incremental and transformative adaptation preferences of rice farmers against increasing soil salinity-Evidence from choice experiments in north central Vietnam",FALSE,"Incremental and transformative adaptation preferences of rice farmers against increasing soil salinity-Evidence from choice experiments in north central Vietnam"
"ref_192",95440461,"Community- based climate change adaptation strategies for integrated prawn- fish- rice farming in Bangladesh to promote social- ecological resilience",TRUE,"Community- based climate change adaptation strategies for integrated prawn- fish- rice farming in Bangladesh to promote social- ecological resilience"
"ref_193",95440462,"Integrated coastal management in the Philippines: Testing new paradigms",TRUE,"Integrated coastal management in the Philippines: Testing new paradigms"
"ref_194",95440463,"International Public Law and the Failure to Efficiently Manage Ocean Living Resources",FALSE,"International Public Law and the Failure to Efficiently Manage Ocean Living Resources"
"ref_195",95440464,"Local Knowledge of Coastal Population to Sea Level Rise and Climate Change - A Case Study in Fishermen Community, Kanyakumari District, Tamil Nadu, India",FALSE,"Local Knowledge of Coastal Population to Sea Level Rise and Climate Change - A Case Study in Fishermen Community, Kanyakumari District, Tamil Nadu, India"
"ref_196",95440465,"California shellfish farmers: Perceptions of changing ocean conditions and strategies for adaptive capacity",TRUE,"California shellfish farmers: Perceptions of changing ocean conditions and strategies for adaptive capacity"
"ref_197",95440466,"Weeding through assumptions of livelihood approaches in ICM: Seaweed farming in the Philippines and Indonesia",FALSE,"Weeding through assumptions of livelihood approaches in ICM: Seaweed farming in the Philippines and Indonesia"
"ref_199",95440468,"Attributes of climate resilience in fisheries: From theory to practice",FALSE,"Attributes of climate resilience in fisheries: From theory to practice"
"ref_200",95440469,"Multi-dimensional coping and adaptation strategies of small-scale fishing communities of Bangladesh to climate change induced stressors",TRUE,"Multi-dimensional coping and adaptation strategies of small-scale fishing communities of Bangladesh to climate change induced stressors"
"ref_201",95440470,"The Impacts of Fishermen's Resilience towards Climate Change on Their Well-Being",FALSE,"The Impacts of Fishermen's Resilience towards Climate Change on Their Well-Being"
"ref_202",95440471,"Impacts of climate change on agriculture and aquaculture",FALSE,"Impacts of climate change on agriculture and aquaculture"
"ref_204",95440473,"How does the World Bank shape global environmental governance agendas for coasts? 50 years of small-scale fisheries aid reveals paradigm shifts over time",TRUE,"How does the World Bank shape global environmental governance agendas for coasts? 50 years of small-scale fisheries aid reveals paradigm shifts over time"
"ref_205",95440474,"Building responsiveness to climate change through community based adaptation in Bangladesh",TRUE,"Building responsiveness to climate change through community based adaptation in Bangladesh"
"ref_206",95440475,"Mobilising adaptive capacity to multiple stressors: Insights from small-scale coastal fisheries in the Western Region of Ghana",TRUE,"Mobilising adaptive capacity to multiple stressors: Insights from small-scale coastal fisheries in the Western Region of Ghana"
"ref_207",95440476,"How to Sustain Fisheries: Expert Knowledge from 34 Nations",TRUE,"How to Sustain Fisheries: Expert Knowledge from 34 Nations"
"ref_208",95440477,"Measuring Small Island Disaster Resilience Towards Sustainable Coastal and Fisheries Tourism: The Case of Guimaras, Philippines",FALSE,"Measuring Small Island Disaster Resilience Towards Sustainable Coastal and Fisheries Tourism: The Case of Guimaras, Philippines"
"ref_209",95440478,"Evaluation of Adaptation Practices in the Agriculture Sector of Bangladesh: An Ecosystem Based Assessment",TRUE,"Evaluation of Adaptation Practices in the Agriculture Sector of Bangladesh: An Ecosystem Based Assessment"
"ref_210",95440479,"Vulnerability to impacts of climate change on marine fisheries and food security",FALSE,"Vulnerability to impacts of climate change on marine fisheries and food security"
"ref_211",95440480,"Mud Crab Culture as an Adaptive Measure for the Climatically Stressed Coastal Fisher-Folks of Bangladesh",TRUE,"Mud Crab Culture as an Adaptive Measure for the Climatically Stressed Coastal Fisher-Folks of Bangladesh"
"ref_212",95440481,"Resource perception, livelihood choices and fishery exit in a Coastal Resource Management area",FALSE,"Resource perception, livelihood choices and fishery exit in a Coastal Resource Management area"
"ref_213",95440482,"INTEGRATED COASTAL FISHERIES MANAGEMENT",FALSE,"INTEGRATED COASTAL FISHERIES MANAGEMENT"
"ref_214",95440483,"Perceived impacts of climate change, coastal development and policy on oyster harvesting in the Southeastern United States",FALSE,"Perceived impacts of climate change, coastal development and policy on oyster harvesting in the Southeastern United States"
"ref_215",95440484,"Indicators of climate change and social vulnerability in fishing dependent communities along the Eastern and Gulf Coasts of the United States",FALSE,"Indicators of climate change and social vulnerability in fishing dependent communities along the Eastern and Gulf Coasts of the United States"
"ref_216",95440485,"Vulnerability of the coastal zone of The Gambia to sea level rise and development of response strategies and adaptation options",FALSE,"Vulnerability of the coastal zone of The Gambia to sea level rise and development of response strategies and adaptation options"
"ref_217",95440486,"From typhoons to traders: the role of patron-client relations in mediating fishery responses to natural disasters",TRUE,"From typhoons to traders: the role of patron-client relations in mediating fishery responses to natural disasters"
"ref_218",95440487,"What restoration schemes can do? Or, getting it right without fisheries transferable quotas",FALSE,"What restoration schemes can do? Or, getting it right without fisheries transferable quotas"
"ref_219",95440488,"Impacts of Climate Change on Fishing Villages in the North Vietnam",TRUE,"Impacts of Climate Change on Fishing Villages in the North Vietnam"
"ref_221",95440490,"Leading or lagging: How well are climate change considerations being incorporated into Canadian fisheries management?",TRUE,"Leading or lagging: How well are climate change considerations being incorporated into Canadian fisheries management?"
"ref_222",95440491,"Assessing the Vulnerability of Marine Fisheries in China: Towards an Inter-Provincial Perspective",TRUE,"Assessing the Vulnerability of Marine Fisheries in China: Towards an Inter-Provincial Perspective"
"ref_223",95440492,"Adaptation to coastal hazards: the livelihood struggles of a fishing community in Kerala, India",TRUE,"Adaptation to coastal hazards: the livelihood struggles of a fishing community in Kerala, India"
"ref_224",95440493,"Mapping Coastal Ecotourism Potential in Panggul District, Trenggalek, East Java",FALSE,"Mapping Coastal Ecotourism Potential in Panggul District, Trenggalek, East Java"
"ref_225",95440494,"The future of the Pelagic Advisory Council: Repositioning the organization in the face of BREXIT",FALSE,"The future of the Pelagic Advisory Council: Repositioning the organization in the face of BREXIT"
"ref_226",95440495,"Social vulnerability of coastal fish farming community to tidal (Rob) flooding: a case study from Indramayu, Indonesia",FALSE,"Social vulnerability of coastal fish farming community to tidal (Rob) flooding: a case study from Indramayu, Indonesia"
"ref_227",95440496,"Perception of Climate Change in Shrimp-Farming Communities in Bangladesh: A Critical Assessment",FALSE,"Perception of Climate Change in Shrimp-Farming Communities in Bangladesh: A Critical Assessment"
"ref_228",95440497,"Promoting ``Climate Change Plus{''} Industries Through the Administrative State: The Case of Marine Aquaculture",TRUE,"Promoting ``Climate Change Plus{''} Industries Through the Administrative State: The Case of Marine Aquaculture"
"ref_229",95440498,"Vulnerability of Fishery-Based Livelihoods to Climate Change in Coastal Communities in Central Vietnam",FALSE,"Vulnerability of Fishery-Based Livelihoods to Climate Change in Coastal Communities in Central Vietnam"
"ref_230",95440499,"Emerging trends in science and news of climate change threats to and adaptation of aquaculture",FALSE,"Emerging trends in science and news of climate change threats to and adaptation of aquaculture"
"ref_231",95440500,"Activating Adaptive Capacities: Fishing Communities in Northern Norway",TRUE,"Activating Adaptive Capacities: Fishing Communities in Northern Norway"
"ref_232",95440501,"Climate change vulnerability and adaptation options for the coastal communities of Pakistan",FALSE,"Climate change vulnerability and adaptation options for the coastal communities of Pakistan"
"ref_233",95440502,"Changes in adaptive capacity of Kenyan fishing communities",FALSE,"Changes in adaptive capacity of Kenyan fishing communities"
"ref_234",95440503,"Community resilience mechanism in an unexpected extreme weather event: An analysis of the Kerala floods of 2018, India",FALSE,"Community resilience mechanism in an unexpected extreme weather event: An analysis of the Kerala floods of 2018, India"
"ref_235",95440504,"The Environment Bill's policy statement on environmental principles: A golden opportunity for a principled framework for the sustainable management of UK waters",FALSE,"The Environment Bill's policy statement on environmental principles: A golden opportunity for a principled framework for the sustainable management of UK waters"
"ref_236",95440505,"Innovative approach of ecosystem-based adaptation in coastal Bangladesh",FALSE,"Innovative approach of ecosystem-based adaptation in coastal Bangladesh"
"ref_237",95440506,"Assessing climate change vulnerability in Alaska's fishing communities",FALSE,"Assessing climate change vulnerability in Alaska's fishing communities"
"ref_238",95440507,"Cross-scale Adaptation Challenges in the Coastal Fisheries: Findings from Lebesby, Northern Norway",FALSE,"Cross-scale Adaptation Challenges in the Coastal Fisheries: Findings from Lebesby, Northern Norway"
"ref_239",95440508,"Policy misfits, climate change and cross-scale vulnerability in coastal Africa: how development projects undermine resilience",TRUE,"Policy misfits, climate change and cross-scale vulnerability in coastal Africa: how development projects undermine resilience"
"ref_240",95440509,"Towards sustainable coastal planning and policies from a Malaysian perspective",FALSE,"Towards sustainable coastal planning and policies from a Malaysian perspective"
"ref_241",95440510,"Characterising the vulnerability of fishing households to climate and environmental change: Insights from Ghana",FALSE,"Characterising the vulnerability of fishing households to climate and environmental change: Insights from Ghana"
"ref_242",95440511,"Relational (im)mobilities: a case study of Senegalese coastal fishing populations",TRUE,"Relational (im)mobilities: a case study of Senegalese coastal fishing populations"
"ref_243",95440512,"The Impacts of Climate Change on Food Security and Management in Papua New Guinea",TRUE,"The Impacts of Climate Change on Food Security and Management in Papua New Guinea"
"ref_244",95440513,"Fisheries governance in the face of climate change: Assessment of policy reform implications for Mexican fisheries",FALSE,"Fisheries governance in the face of climate change: Assessment of policy reform implications for Mexican fisheries"
"ref_245",95440514,"Funding coastal and marine fisheries projects under the climate change regime",TRUE,"Funding coastal and marine fisheries projects under the climate change regime"
"ref_246",95440515,"Vocational Education Based on Marinepreneur for Developing Island and Coastal Communities in ASEAN",FALSE,"Vocational Education Based on Marinepreneur for Developing Island and Coastal Communities in ASEAN"
"ref_247",95440516,"Transformative learning and grassroots climate adaptation: case studies in Vietnam's Mekong delta",TRUE,"Transformative learning and grassroots climate adaptation: case studies in Vietnam's Mekong delta"
"ref_248",95440517,"Examining Institutional Arrangements toward Coordinated Regional Ocean Governance and Blue Economy Policy Development in the Caribbean Community (CARICOM)",FALSE,"Examining Institutional Arrangements toward Coordinated Regional Ocean Governance and Blue Economy Policy Development in the Caribbean Community (CARICOM)"
"ref_249",95440518,"ENGOs and SIDS: Environmental interventions in small island developing states",TRUE,"ENGOs and SIDS: Environmental interventions in small island developing states"
"ref_250",95440519,"Vulnerability Assessment of Pacific Whiteleg Shrimp (Penaeus vannamei) Farms and Vendors in Davao, Philippines Using FishVool",FALSE,"Vulnerability Assessment of Pacific Whiteleg Shrimp (Penaeus vannamei) Farms and Vendors in Davao, Philippines Using FishVool"
"ref_251",95440520,"Raising the voices of Pacific Island women to inform climate adaptation policies",TRUE,"Raising the voices of Pacific Island women to inform climate adaptation policies"
"ref_252",95440521,"Implementation challenges of climate change adaptation initiatives in coastal lagoon communities in the Gulf of Mexico",TRUE,"Implementation challenges of climate change adaptation initiatives in coastal lagoon communities in the Gulf of Mexico"
"ref_253",95440522,"Fishermen's perception of climate change - a study from Andhra Pradesh",TRUE,"Fishermen's perception of climate change - a study from Andhra Pradesh"
"ref_254",95440523,"Barriers and opportunities for social-ecological adaptation to climate change in coastal British Columbia",TRUE,"Barriers and opportunities for social-ecological adaptation to climate change in coastal British Columbia"
"ref_255",95440524,"Food Security and Livelihood in Coastal Area under increased Salinity and Frequent Tidal Surge",TRUE,"Food Security and Livelihood in Coastal Area under increased Salinity and Frequent Tidal Surge"
"ref_256",95440525,"Elements of fishing community resilience to climate change in the coastal zone of Bangladesh",TRUE,"Elements of fishing community resilience to climate change in the coastal zone of Bangladesh"
"ref_257",95440526,"Protective factors for mental health and well-being in a changing climate: Perspectives from Inuit youth in Nunatsiavut, Labrador",FALSE,"Protective factors for mental health and well-being in a changing climate: Perspectives from Inuit youth in Nunatsiavut, Labrador"
"ref_258",95440527,"A changing coastal ecosystem: Cox's Bazar in southeastern coastal region of Bangladesh",FALSE,"A changing coastal ecosystem: Cox's Bazar in southeastern coastal region of Bangladesh"
"ref_259",95440528,"Shark management strategy policy considerations: Community preferences, reasoning and speculations",FALSE,"Shark management strategy policy considerations: Community preferences, reasoning and speculations"
"ref_260",95440529,"The Determinants Behind Changes of Farming Systems and Adaptation to Salinity Intrusion in the Coastal Regions of Mekong Delta",TRUE,"The Determinants Behind Changes of Farming Systems and Adaptation to Salinity Intrusion in the Coastal Regions of Mekong Delta"
"ref_261",95440530,"Coastal erosion narratives in the Gulf of Mexico: Implications for climate change governance",TRUE,"Coastal erosion narratives in the Gulf of Mexico: Implications for climate change governance"
"ref_262",95440531,"Integrated Community Based Coastal Management: Lesson From The Field",TRUE,"Integrated Community Based Coastal Management: Lesson From The Field"
"ref_263",95440532,"Arctic Climate Extremes Comment",FALSE,"Arctic Climate Extremes Comment"
"ref_264",95440533,"Coastal Zone Protection in the Mediterranean Countries and Turkish Efforts",FALSE,"Coastal Zone Protection in the Mediterranean Countries and Turkish Efforts"
"ref_265",95440534,"The Canadian Arctic Marine Ecological Footprint and Free Prior Informed Consent: Making the Case for Indigenous Public Participation through Inclusive Education",TRUE,"The Canadian Arctic Marine Ecological Footprint and Free Prior Informed Consent: Making the Case for Indigenous Public Participation through Inclusive Education"
"ref_266",95440535,"Sustainable Development in the Bering Strait: Indigenous Values and the Challenge of Collaborative Governance",FALSE,"Sustainable Development in the Bering Strait: Indigenous Values and the Challenge of Collaborative Governance"
"ref_267",95440536,"Climate shock effects and mediation in fisheries",TRUE,"Climate shock effects and mediation in fisheries"
"ref_268",95440537,"Economic and sociocultural impacts of fisheries closures in two fishing-dependent communities following the massive 2015 US West Coast harmful algal bloom",TRUE,"Economic and sociocultural impacts of fisheries closures in two fishing-dependent communities following the massive 2015 US West Coast harmful algal bloom"
"ref_269",95440538,"Nexus between coastal resources and community livelihoods in a changing climate",TRUE,"Nexus between coastal resources and community livelihoods in a changing climate"
"ref_270",95440539,"Mobility and flexibility enable resilience of human harvesters to environmental perturbation",TRUE,"Mobility and flexibility enable resilience of human harvesters to environmental perturbation"
"ref_271",95440540,"The Blue Revolution: Hunting, Harvesting, and Farming Seafood in the Information Age",FALSE,"The Blue Revolution: Hunting, Harvesting, and Farming Seafood in the Information Age"
"ref_272",95440541,"Resilience of small-scale marine fishers of Bangladesh against the COVID-19 pandemic and the 65-day fishing ban",FALSE,"Resilience of small-scale marine fishers of Bangladesh against the COVID-19 pandemic and the 65-day fishing ban"
"ref_273",95440542,"Climate change and its potential impacts on the Gulf Coast region of the United States",FALSE,"Climate change and its potential impacts on the Gulf Coast region of the United States"
"ref_274",95440543,"Impacts of climate change and adaptations in shrimp aquaculture: A study in coastal Andhra Pradesh, India",TRUE,"Impacts of climate change and adaptations in shrimp aquaculture: A study in coastal Andhra Pradesh, India"
"ref_275",95440544,"Adaptive capacity within tropical marine protected areas - Differences between men- and women-headed households",FALSE,"Adaptive capacity within tropical marine protected areas - Differences between men- and women-headed households"
"ref_276",95440545,"Aquaculture-based production systems for the livelihood security of coastal farm families in the risk-prone agro-ecosystem of India: an appraisal",FALSE,"Aquaculture-based production systems for the livelihood security of coastal farm families in the risk-prone agro-ecosystem of India: an appraisal"
"ref_277",95440546,"From open access regime to closed fishing season: Lessons from small-scale coastal fisheries in the Western Region of Ghana",FALSE,"From open access regime to closed fishing season: Lessons from small-scale coastal fisheries in the Western Region of Ghana"
"ref_278",95440547,"Climate change adaptation in fisheries",FALSE,"Climate change adaptation in fisheries"
"ref_279",95440548,"STAKEHOLDERS ANALYSIS: MANAGING COASTAL POLICY IMPLEMENTATION IN REMBANG DISTRICT",FALSE,"STAKEHOLDERS ANALYSIS: MANAGING COASTAL POLICY IMPLEMENTATION IN REMBANG DISTRICT"
"ref_280",95440549,"Gender-Equality Development Strategy for Fisherwomen in Morodemak Village",FALSE,"Gender-Equality Development Strategy for Fisherwomen in Morodemak Village"
"ref_281",95440550,"Assessment on the vulnerability of Korean aquaculture to climate change",FALSE,"Assessment on the vulnerability of Korean aquaculture to climate change"
"ref_282",95440551,"Adapting towards climate change impacts: Strategies for small-scale fishermen in Malaysia",TRUE,"Adapting towards climate change impacts: Strategies for small-scale fishermen in Malaysia"
"ref_283",95440552,"Marine robots for coastal ocean research in the Western Indian Ocean",TRUE,"Marine robots for coastal ocean research in the Western Indian Ocean"
"ref_284",95440553,"Tradeoffs between fertility and child development attributes: evidence from coral bleaching in Indonesia",FALSE,"Tradeoffs between fertility and child development attributes: evidence from coral bleaching in Indonesia"
"ref_285",95440554,"The economic vulnerability of fishing households to climate change in the south Pacific region of Colombia",TRUE,"The economic vulnerability of fishing households to climate change in the south Pacific region of Colombia"
"ref_286",95440555,"The Adaptation Behaviour of Marine Fishermen towards Climate Change and Food Security: An Application of the Theory of Planned Behaviour and Health Belief Model",TRUE,"The Adaptation Behaviour of Marine Fishermen towards Climate Change and Food Security: An Application of the Theory of Planned Behaviour and Health Belief Model"
"ref_287",95440556,"Patron-client relationships, livelihoods and natural resource management in tropical coastal communities",TRUE,"Patron-client relationships, livelihoods and natural resource management in tropical coastal communities"
"ref_288",95440557,"Vulnerability and Adaptation in Two Communities in the Inuvialuit Settlement Region",TRUE,"Vulnerability and Adaptation in Two Communities in the Inuvialuit Settlement Region"
"ref_289",95440558,"Community perceptions link environmental decline to reduced support for tourism development in small island states: A case study in the Turks and Caicos Islands",FALSE,"Community perceptions link environmental decline to reduced support for tourism development in small island states: A case study in the Turks and Caicos Islands"
"ref_290",95440559,"Blue economy policy for sustainable fisheries in Indonesia",TRUE,"Blue economy policy for sustainable fisheries in Indonesia"
"ref_291",95440560,"Regional fisheries organizations and sustainable development goals 13 and 14: Insights from stakeholders",TRUE,"Regional fisheries organizations and sustainable development goals 13 and 14: Insights from stakeholders"
"ref_292",95440561,"Building food security and resilience into fisheries governance in the Eastern Caribbean",TRUE,"Building food security and resilience into fisheries governance in the Eastern Caribbean"
"ref_293",95440562,"A systematic review of co-managed small-scale fisheries: Social diversity and adaptive management improve outcomes",FALSE,"A systematic review of co-managed small-scale fisheries: Social diversity and adaptive management improve outcomes"
"ref_294",95440563,"A framework to investigate drivers of adaptation decisions in marine fishing: Evidence from urban, semi-urban and rural communities",TRUE,"A framework to investigate drivers of adaptation decisions in marine fishing: Evidence from urban, semi-urban and rural communities"
"ref_295",95440564,"Exploring vulnerabilities of inland fisheries in Indian context with special reference to climate change and their mitigation and adaptation: a review",FALSE,"Exploring vulnerabilities of inland fisheries in Indian context with special reference to climate change and their mitigation and adaptation: a review"
"ref_296",95440565,"Improving Climate Literacy within Extension by Understanding Diverse Climate-Related Informational Needs",TRUE,"Improving Climate Literacy within Extension by Understanding Diverse Climate-Related Informational Needs"
"ref_297",95440566,"Inequality in the Economic Impacts from Climate Shocks in Fisheries: The Case of Harmful Algal Blooms",TRUE,"Inequality in the Economic Impacts from Climate Shocks in Fisheries: The Case of Harmful Algal Blooms"
"ref_298",95440567,"Social and cultural issues raised by climate change in Pacific Island countries: an overview",FALSE,"Social and cultural issues raised by climate change in Pacific Island countries: an overview"
"ref_299",95440568,"Has the Environment Changed - What Can Be Done to Help the Fishermen Community? The Views of the Small Scale Fishermen in Malaysia",TRUE,"Has the Environment Changed - What Can Be Done to Help the Fishermen Community? The Views of the Small Scale Fishermen in Malaysia"
"ref_301",95440570,"Alleviating impacts of climate change on fishing communities using weather information to improve fishers' resilience",TRUE,"Alleviating impacts of climate change on fishing communities using weather information to improve fishers' resilience"
"ref_302",95440571,"Climate Change and Variability Impacts on Sub-Saharan African Fisheries: A Review",FALSE,"Climate Change and Variability Impacts on Sub-Saharan African Fisheries: A Review"
